Job #,Doc #,Borough,Initial Cost,Total Est. Fee,Existing Zoning Sqft,Proposed Zoning Sqft,Enlargement SQ Footage,Street Frontage,ExistingNo. of Stories,Proposed No. of Stories,Existing Height,Proposed Height
420828046,1,QUEENS,"$30,000.00",$522.50,0,0,0,0,2,2,24,24
320725569,1,BROOKLYN,$0.00,$170.00,0,0,0,0,2,2,40,40
420837697,1,QUEENS,"$23,100.00",$227.85,0,0,0,0,2,2,21,21
121594550,1,MANHATTAN,"$18,000.00",$398.90,0,0,0,0,49,49,693,693
121600810,1,MANHATTAN,"$78,000.00","$1,016.90",0,0,0,0,12,12,120,120
121600829,1,MANHATTAN,"$10,000.00",$316.50,0,0,0,0,8,8,95,95
121325823,5,MANHATTAN,$0.00,$0.00,0,0,0,0,0,0,0,0
121381735,1,MANHATTAN,"$9,200.00",$316.50,0,0,0,0,39,39,420,420
320742309,1,BROOKLYN,$0.00,$420.00,0,0,0,25,2,0,25,0
121378302,1,MANHATTAN,"$2,500.00",$225.00,0,0,0,0,39,39,420,420
320517516,1,BROOKLYN,"$600,000.00","$6,448.50",4179,4179,0,0,3,3,39,39
420828313,1,QUEENS,"$20,000.00",$419.50,0,0,0,0,2,2,22,22
520129129,1,STATEN ISLAND,$0.00,$100.00,0,0,0,0,0,0,0,0
320742808,2,BROOKLYN,$0.00,$0.00,0,0,0,0,0,0,0,0
121571593,1,MANHATTAN,"$138,000.00","$1,634.90",0,0,0,0,14,14,194,194
320744174,1,BROOKLYN,"$193,400.00","$2,211.70",0,0,0,0,3,3,35,35
420799256,1,QUEENS,"$12,500.00",$402.40,5305,5305,0,0,2,2,23,23
121601123,1,MANHATTAN,"$45,000.00",$677.00,0,0,0,0,6,6,66,66
520129487,1,STATEN ISLAND,"$57,500.00",$402.95,0,0,0,0,2,2,22,22
420835715,1,QUEENS,"$6,500.00",$285.60,0,0,0,0,15,15,154,154
320517491,1,BROOKLYN,"$600,000.00","$6,448.50",4686,4686,0,0,3,3,44,44
320744334,1,BROOKLYN,"$1,000.00",$280.00,10545,10545,0,0,4,4,55,55
320718933,1,BROOKLYN,$0.00,$260.00,0,0,0,75,1,0,15,0
420828331,1,QUEENS,"$20,000.00",$419.50,0,0,0,0,2,2,22,22
320744343,1,BROOKLYN,"$30,000.00",$258.75,0,0,0,0,4,4,53,53
440075151,1,QUEENS,$0.00,$160.00,0,0,0,0,2,2,26,26
121601212,1,MANHATTAN,"$170,000.00","$1,964.50",0,0,0,0,18,18,185,185
420828055,1,QUEENS,"$8,000.00",$295.90,0,0,0,0,3,3,30,30
121600357,1,MANHATTAN,"$41,600.00",$646.10,0,0,0,0,6,6,66,66
420828304,1,QUEENS,"$200,000.00","$1,514.89",1753,1753,172,0,2,2,24,25
420837857,1,QUEENS,"$22,960.00",$450.40,0,0,0,0,1,1,17,17
320744352,1,BROOKLYN,"$55,000.00",$387.50,0,0,0,0,4,4,40,40
140073373,1,MANHATTAN,$0.00,$190.00,0,0,0,0,6,6,67,67
121584516,1,MANHATTAN,$0.00,$420.00,0,0,0,25,1,0,12,0
320744236,1,BROOKLYN,"$3,000.00",$130.00,0,0,0,0,2,2,21,21
121602578,2,MANHATTAN,"$99,000.00","$1,233.20",0,0,0,0,0,0,0,0
121603826,1,MANHATTAN,"$5,000.00",$265.00,0,0,0,0,3,3,40,40
320742808,1,BROOKLYN,"$175,000.00","$2,456.68",5765,5765,868,0,3,3,44,44
140073364,1,MANHATTAN,"$100,000.00","$1,373.50",0,0,0,0,8,8,64,64
420828322,1,QUEENS,"$20,000.00",$419.50,0,0,0,0,2,2,22,22
121507244,1,MANHATTAN,"$75,000.00",$986.00,0,0,0,0,5,5,60,60
320744147,2,BROOKLYN,"$8,000.00",$295.90,0,0,0,0,0,0,0,0
340054693,1,BROOKLYN,"$25,000.00",$441.00,0,0,0,0,23,23,211,211
320744218,1,BROOKLYN,"$77,000.00",$500.80,0,0,0,0,2,2,28,28
420828064,1,QUEENS,"$180,000.00","$2,067.50",0,0,0,0,6,6,70,70
121600348,1,MANHATTAN,"$30,000.00",$522.50,0,0,0,0,5,5,50,50
320726372,1,BROOKLYN,"$225,000.00","$2,531.00",0,0,0,0,4,4,53,53
420828439,1,QUEENS,"$17,200.00",$398.90,0,0,0,0,2,2,25,25
121601310,1,MANHATTAN,"$18,000.00",$398.90,0,0,0,0,15,15,165,165
121601258,1,MANHATTAN,"$18,000.00",$398.90,0,0,0,0,32,32,409,409
320745841,1,BROOKLYN,"$8,000.00",$215.53,2801,2801,584,0,2,2,28,28
520125999,1,STATEN ISLAND,"$20,000.00",$474.50,1350,1350,0,0,2,2,24,24
121598609,1,MANHATTAN,"$1,795.00",$225.00,0,0,0,0,12,12,108,108
220286045,1,BRONX,$0.00,$160.00,0,0,0,0,3,3,39,39
420828750,1,QUEENS,"$3,000.00",$225.00,0,0,0,0,1,1,13,13
320757007,1,BROOKLYN,"$10,000.00",$155.75,0,0,0,0,3,3,32,32
420829009,1,QUEENS,"$20,000.00",$207.25,0,0,0,0,2,2,26,26
140073710,1,MANHATTAN,$0.00,$200.00,0,0,0,0,21,21,225,225
420828037,1,QUEENS,"$30,000.00",$522.50,0,0,0,0,2,2,32,32
320745468,1,BROOKLYN,"$5,000.00",$265.00,0,0,0,0,6,6,60,60
320517179,2,BROOKLYN,$0.00,$0.00,0,0,0,0,0,0,0,0
121602024,1,MANHATTAN,"$230,100.00","$2,592.80",0,0,0,0,16,16,179,179
220285910,1,BRONX,"$338,400.00","$3,705.20",0,0,0,0,5,5,60,60
420828625,1,QUEENS,"$36,300.00",$594.60,0,0,0,0,1,1,23,23
420833646,1,QUEENS,"$22,000.00",$217.55,0,0,0,0,2,2,24,24
420828652,1,QUEENS,"$2,000.00",$225.00,0,0,0,0,4,4,40,40
320757034,1,BROOKLYN,"$206,550.00","$1,613.90",1754,3784,2030,0,2,3,26,35
320757016,1,BROOKLYN,"$10,000.00",$155.75,0,0,0,0,3,3,32,32
220286606,1,BRONX,"$73,800.00",$975.70,0,0,0,0,12,12,210,210
220286580,1,BRONX,"$17,500.00",$398.90,0,0,0,0,2,2,25,25
320744539,1,BROOKLYN,"$32,000.00",$543.10,0,0,0,0,6,6,160,160
121545612,1,MANHATTAN,$0.00,$200.00,0,0,0,0,0,0,0,0
121574313,1,MANHATTAN,"$468,000.00","$2,554.45",4090,4090,0,0,3,3,44,44
420836162,1,QUEENS,"$221,810.00","$1,567.91",1284,2331,1003,0,2,2,26,28
121603933,1,MANHATTAN,"$6,000.00",$275.30,0,0,0,0,31,31,341,341
121602621,1,MANHATTAN,"$3,000.00",$225.00,0,0,0,0,4,4,50,50
420785804,2,QUEENS,"$10,000.00",$155.75,0,0,0,0,0,0,0,0
121601819,2,MANHATTAN,"$25,000.00",$471.00,0,0,0,0,0,0,0,0
420828581,1,QUEENS,$0.00,$160.00,0,0,0,0,0,0,0,0
420822934,2,QUEENS,$0.00,$157.00,0,0,0,0,0,0,0,0
121601873,1,MANHATTAN,$0.00,$170.00,0,0,0,0,1,1,10,10
520128610,1,STATEN ISLAND,$0.00,$515.20,0,2027,0,0,0,2,0,24
121601828,1,MANHATTAN,"$20,800.00",$429.80,0,0,0,0,16,16,160,160
121597520,1,MANHATTAN,"$110,000.00","$1,346.50",0,0,0,0,37,37,401,401
121597539,1,MANHATTAN,"$63,000.00",$862.40,0,0,0,0,37,37,401,401
121600561,1,MANHATTAN,$0.00,$160.00,0,0,0,0,4,4,40,40
121601454,1,MANHATTAN,"$40,000.00",$625.50,0,0,0,0,12,12,191,191
220286410,1,BRONX,"$57,735.00",$970.90,0,0,0,0,1,1,10,10
220286401,1,BRONX,"$39,200.00",$625.50,0,0,0,0,10,10,120,120
121555405,1,MANHATTAN,"$50,000.00",$728.50,0,0,0,0,2,2,19,19
320744156,1,BROOKLYN,"$26,400.00",$243.30,0,0,0,0,3,3,30,30
121566812,1,MANHATTAN,"$44,000.00",$666.70,0,0,0,0,16,16,190,190
121600473,1,MANHATTAN,"$1,864.00",$195.00,0,0,0,0,6,6,71,71
121599966,1,MANHATTAN,"$1,713,000.00","$17,857.40",0,0,0,0,17,17,205,205
121599065,1,MANHATTAN,"$198,000.00","$2,252.90",0,0,0,0,70,70,810,810
121561773,1,MANHATTAN,"$26,000.00",$641.30,0,0,0,0,13,13,140,140
220286447,1,BRONX,$0.00,$680.00,0,0,0,100,2,0,12,0
420515810,2,QUEENS,$0.00,$0.00,0,0,0,0,0,0,0,0
121598538,1,MANHATTAN,"$1,795.00",$225.00,0,0,0,0,12,12,108,108
420819564,1,QUEENS,$0.00,"$1,395.00",0,4996,0,0,0,3,0,37
420828803,1,QUEENS,$0.00,$260.00,0,0,0,23,1,0,11,0
420828796,1,QUEENS,$0.00,$260.00,0,0,0,25,1,0,11,0
320757187,1,BROOKLYN,$0.00,$200.00,0,0,0,25,0,0,0,0
240024451,1,BRONX,$0.00,$170.00,0,0,0,0,3,3,36,36
121601579,1,MANHATTAN,"$326,300.00","$3,581.60",0,0,0,0,59,59,797,797
220150707,5,BRONX,$0.00,$202.00,0,0,0,0,0,0,0,0
420828769,1,QUEENS,"$20,000.00",$207.25,0,0,0,0,2,2,25,25
420837811,1,QUEENS,"$20,500.00",$252.40,2262,3072,0,0,2,2,32,32
140073747,1,MANHATTAN,$0.00,$220.00,0,0,0,0,14,14,182,182
420828778,1,QUEENS,"$23,000.00",$222.70,0,0,0,0,2,2,25,25
121602364,1,MANHATTAN,"$31,571.00",$543.10,0,0,0,0,12,12,125,125
121601855,2,MANHATTAN,"$16,500.00",$388.60,0,0,0,0,0,0,0,0
402890396,1,QUEENS,"$142,000.00","$1,676.10",0,0,0,0,2,2,25,25
320744398,1,BROOKLYN,"$1,341,006.00","$17,540.36",39910,52793,12651,0,4,6,40,60
520133347,1,STATEN ISLAND,"$73,454.00",$485.35,0,0,0,0,2,2,29,29
320757588,1,BROOKLYN,"$500,000.00","$5,363.50",0,0,0,0,15,15,144,144
121602248,1,MANHATTAN,"$200,000.00","$2,273.50",0,0,0,0,2,2,28,28
420828340,1,QUEENS,"$6,500.00",$285.60,0,0,0,0,1,1,20,20
440075865,1,QUEENS,"$30,000.00",$522.50,0,0,0,0,3,3,33,33
440075883,1,QUEENS,$0.00,$160.00,0,0,0,0,2,2,20,20
121545649,1,MANHATTAN,"$503,000.00","$5,394.40",0,0,0,0,6,6,65,65
121598903,1,MANHATTAN,"$1,845.00",$225.00,0,0,0,0,13,13,117,117
520129511,1,STATEN ISLAND,"$80,000.00",$516.25,0,0,0,0,1,1,15,15
420828457,1,QUEENS,"$8,500.00",$190.60,300,300,0,0,1,1,10,10
420836171,1,QUEENS,"$240,190.00","$1,659.88",1390,2344,954,0,2,2,26,28
240024433,1,BRONX,$0.00,$210.00,0,0,0,0,6,6,60,60
121602373,1,MANHATTAN,"$37,845.00",$604.90,0,0,0,0,14,14,150,150
121603915,1,MANHATTAN,"$28,000.00",$501.90,0,0,0,0,35,35,433,433
121602140,1,MANHATTAN,"$31,306.00",$543.10,0,0,0,0,23,23,278,278
121602499,1,MANHATTAN,"$3,000.00",$225.00,0,0,0,0,7,7,77,77
320757141,1,BROOKLYN,"$24,000.00",$460.70,0,0,0,0,3,3,33,33
121602480,1,MANHATTAN,$0.00,$160.00,0,0,0,0,35,35,433,433
140073783,1,MANHATTAN,$0.00,$180.00,0,0,0,0,6,6,64,64
340055040,1,BROOKLYN,$0.00,$220.00,0,0,0,0,7,7,77,77
121602202,1,MANHATTAN,"$3,000.00",$225.00,0,0,0,0,11,11,116,116
121598921,1,MANHATTAN,"$3,640.00",$245.00,0,0,0,0,13,13,117,117
320747956,1,BROOKLYN,"$110,000.00",$670.75,0,0,0,0,3,3,26,26
402890403,3,QUEENS,"$61,000.00",$841.80,0,0,0,0,0,0,0,0
121602783,1,MANHATTAN,"$4,893.00",$235.00,0,0,0,0,21,21,227,227
320757454,1,BROOKLYN,"$100,000.00",$619.25,0,0,0,0,4,4,40,40
220321319,1,BRONX,$0.00,$200.00,0,0,0,0,0,0,0,0
121588647,1,MANHATTAN,"$10,000.00",$316.50,0,0,0,0,6,6,75,75
320746298,1,BROOKLYN,"$3,000.00",$225.00,0,0,0,0,4,4,50,50
121601917,1,MANHATTAN,"$32,500.00",$553.40,0,0,0,0,12,12,120,120
320744888,1,BROOKLYN,"$4,000.00",$215.00,0,0,0,0,3,3,35,35
220286553,1,BRONX,"$8,908.00",$306.20,0,0,0,0,18,18,160,160
320744860,1,BROOKLYN,"$35,000.00",$574.00,0,0,0,0,1,1,14,14
121598743,1,MANHATTAN,"$14,000.00",$487.70,0,0,0,0,6,6,60,60
121602382,1,MANHATTAN,"$39,394.00",$625.50,0,0,0,0,14,14,135,135
220286599,1,BRONX,"$2,000.00",$225.00,0,0,0,0,3,3,49,49
420829018,1,QUEENS,"$37,800.00",$604.90,0,0,0,0,2,2,20,20
121594220,1,MANHATTAN,"$525,000.00","$5,621.00",0,0,0,0,18,18,180,180
121602275,1,MANHATTAN,"$384,000.00","$4,168.70",0,0,0,0,35,35,433,433
340055059,1,BROOKLYN,$0.00,$200.00,0,0,0,0,4,4,44,44
121598574,1,MANHATTAN,"$1,845.00",$225.00,0,0,0,0,13,13,117,117
340055068,1,BROOKLYN,$0.00,$200.00,0,0,0,0,4,4,44,44
140073836,1,MANHATTAN,$0.00,$160.00,0,0,0,0,6,6,65,65
420818556,1,QUEENS,"$8,500.00",$190.60,352,352,0,0,1,1,14,14
420828634,1,QUEENS,"$285,000.00","$3,149.00",0,0,0,0,5,5,65,65
201029617,2,BRONX,"$285,000.00","$3,149.00",0,0,0,0,0,0,0,0
121537952,2,MANHATTAN,"$176,500.00","$2,036.60",0,0,0,0,0,0,0,0
220257736,1,BRONX,$0.00,$472.00,0,0,0,60,2,0,35,0
420607374,1,QUEENS,"$40,103.00",$315.40,0,0,0,0,2,2,24,24
420837937,1,QUEENS,"$1,000.00",$225.00,0,0,0,0,12,12,137,137
320744904,1,BROOKLYN,"$55,000.00",$780.00,0,0,0,0,5,5,55,55
320744423,1,BROOKLYN,"$129,375.00",$933.75,0,0,0,0,3,3,30,30
420828475,1,QUEENS,"$1,000.00",$195.00,0,0,0,0,7,7,75,75
121601800,1,MANHATTAN,"$180,000.00","$2,067.50",0,0,0,0,32,32,316,316
320744968,1,BROOKLYN,"$471,418.00","$5,075.10",0,0,0,0,2,2,25,25
121602257,1,MANHATTAN,"$15,400.00",$378.30,0,0,0,0,57,57,537,537
320710539,2,BROOKLYN,$0.00,$0.00,0,0,0,0,0,0,0,0
420828714,1,QUEENS,"$3,000.00",$225.00,0,0,0,0,2,2,20,20
420828732,1,QUEENS,"$13,000.00",$347.40,0,0,0,0,6,6,70,70
220286606,2,BRONX,"$24,600.00",$471.00,0,0,0,0,0,0,0,0
121601383,1,MANHATTAN,$0.00,$160.00,0,0,0,0,17,17,162,162
121588512,1,MANHATTAN,"$21,804.00",$440.10,0,0,0,0,12,12,135,135
320757061,1,BROOKLYN,$100.00,$225.00,0,0,0,0,8,8,80,80
121598592,1,MANHATTAN,"$1,845.00",$225.00,0,0,0,0,13,13,117,117
121602514,1,MANHATTAN,"$3,000.00",$225.00,0,0,0,0,3,3,52,52
420837991,1,QUEENS,"$100,000.00",$666.77,2340,2736,396,0,2,2,20,20
220286517,1,BRONX,"$50,000.00",$728.50,0,0,0,0,2,2,22,22
320756990,1,BROOKLYN,"$738,000.00","$7,814.90",0,0,0,0,2,2,46,46
420828643,1,QUEENS,"$12,000.00",$188.61,962,1150,188,0,2,2,24,24
420837839,1,QUEENS,"$25,000.00",$233.00,0,0,0,0,2,2,25,25
420828698,1,QUEENS,"$170,800.00","$2,241.02",3710,3907,197,0,2,2,25,25
140073863,1,MANHATTAN,"$13,850.00",$357.70,0,0,0,0,29,29,261,261
320745020,1,BROOKLYN,"$3,000.00",$195.00,0,0,0,0,2,2,21,21
121602738,1,MANHATTAN,"$15,000.00",$368.00,0,0,0,0,6,6,63,63
121602827,1,MANHATTAN,$0.00,$160.00,0,0,0,0,4,4,45,45
103643853,1,MANHATTAN,"$3,000.00",$225.00,0,0,0,0,6,6,75,75
121602863,1,MANHATTAN,"$12,000.00",$337.10,0,0,0,0,19,19,208,208
320757659,1,BROOKLYN,"$54,800.00",$780.00,0,0,0,0,3,3,30,30
140073792,1,MANHATTAN,$0.00,$220.00,0,0,0,0,12,12,120,120
140073809,1,MANHATTAN,$0.00,$170.00,0,0,0,0,5,5,54,54
121594239,1,MANHATTAN,"$53,000.00",$759.40,0,0,0,0,17,17,228,228
121602649,1,MANHATTAN,"$69,762.00",$934.50,0,0,0,0,19,19,208,208
220286456,1,BRONX,"$35,000.00",$574.00,0,0,0,0,6,6,60,60
121331638,1,MANHATTAN,"$30,000.00",$577.50,9981,9981,0,0,5,5,60,60
420828812,1,QUEENS,$0.00,$260.00,0,0,0,23,1,0,11,0
121604335,2,MANHATTAN,"$8,000.00",$295.90,0,0,0,0,0,0,0,0
121602202,2,MANHATTAN,"$11,000.00",$326.80,0,0,0,0,0,0,0,0
140073818,1,MANHATTAN,$0.00,$180.00,0,0,0,0,6,6,65,65
140073827,1,MANHATTAN,$0.00,$160.00,0,0,0,0,5,5,57,57
140073603,1,MANHATTAN,$0.00,$130.00,0,0,0,0,5,5,60,60
340054862,1,BROOKLYN,"$138,000.00","$1,634.90",0,0,0,0,3,3,28,28
121602239,1,MANHATTAN,"$250,000.00","$2,788.50",0,0,0,0,2,2,25,25
121599118,1,MANHATTAN,"$150,000.00","$1,758.50",0,0,0,0,6,6,72,72
420828787,1,QUEENS,"$26,776.00",$243.30,0,0,0,0,2,2,21,21
320725514,1,BROOKLYN,$0.00,$170.00,0,0,0,0,4,4,50,50
520129520,1,STATEN ISLAND,"$2,000.00",$170.00,4800,4800,0,0,2,2,20,20
220286615,1,BRONX,"$14,100.00",$368.00,0,0,0,0,12,12,210,210
220286642,1,BRONX,"$5,000.00",$265.00,0,0,0,0,12,12,210,210
140073845,1,MANHATTAN,$0.00,$170.00,0,0,0,0,4,4,40,40
402890403,1,QUEENS,"$3,945,674.00","$40,857.30",0,0,0,0,3,3,47,47
320743282,1,BROOKLYN,"$3,000.00",$225.00,0,0,0,0,4,4,52,52
220286651,1,BRONX,"$6,800.00",$415.60,0,0,0,0,6,6,66,66
420515847,3,QUEENS,$0.00,$0.00,0,0,0,0,0,0,0,0
121602854,1,MANHATTAN,"$37,130.00",$604.90,0,0,0,0,6,6,63,63
121598583,1,MANHATTAN,"$1,795.00",$225.00,0,0,0,0,13,13,117,117
121602845,1,MANHATTAN,"$137,700.00","$1,634.90",0,0,0,0,7,7,84,84
121602747,1,MANHATTAN,"$15,000.00",$368.00,0,0,0,0,17,17,170,170
121602701,1,MANHATTAN,"$13,250.00",$357.70,0,0,0,0,16,16,160,160
121586630,1,MANHATTAN,"$323,600.00","$3,550.70",0,0,0,0,39,39,502,502
121603906,1,MANHATTAN,"$4,500.00",$265.00,0,0,0,0,12,12,128,128
121599733,1,MANHATTAN,"$50,450.00",$738.80,0,0,0,0,9,9,85,85
121331102,2,MANHATTAN,$0.00,$0.00,0,0,0,0,0,0,0,0
320757631,1,BROOKLYN,"$20,000.00",$549.50,0,0,0,0,4,4,40,40
340055308,1,BROOKLYN,$0.00,$250.00,0,0,0,0,11,11,98,98
320744726,1,BROOKLYN,$0.00,$240.00,0,0,0,30,0,0,0,0
121602569,1,MANHATTAN,$0.00,$320.00,0,0,0,0,12,12,125,125
440075892,1,QUEENS,$0.00,$160.00,0,0,0,0,2,2,20,20
320757212,1,BROOKLYN,"$108,000.00","$1,325.90",0,0,0,0,3,3,40,40
121602505,1,MANHATTAN,"$3,000.00",$225.00,0,0,0,0,47,47,480,480
121577481,1,MANHATTAN,"$644,000.00","$6,901.70",7600,7600,0,0,5,5,60,60
121602471,1,MANHATTAN,"$20,000.00",$419.50,0,0,0,0,9,9,78,78
320744646,1,BROOKLYN,"$4,500.00",$265.00,0,0,0,0,3,3,35,35
121571156,1,MANHATTAN,"$1,000.00",$195.00,0,0,0,0,12,12,148,148
420835920,1,QUEENS,"$5,000.00",$265.00,0,0,0,0,1,1,15,15
121602809,1,MANHATTAN,$0.00,$160.00,0,0,0,0,15,15,160,160
302568102,2,BROOKLYN,"$1,605,475.00","$16,755.30",0,0,0,0,0,0,0,0
320757668,1,BROOKLYN,$0.00,$160.00,0,0,0,0,7,7,70,70
320745360,1,BROOKLYN,$0.00,$180.00,0,0,0,0,7,7,70,70
302568148,1,BROOKLYN,$0.00,$350.00,0,0,0,0,3,3,49,49
220286704,1,BRONX,"$5,000.00",$235.00,0,0,0,0,6,6,60,60
340055326,1,BROOKLYN,$0.00,$270.00,0,0,0,0,11,11,98,98
121596200,1,MANHATTAN,"$51,399.00",$749.10,0,0,0,0,5,5,50,50
121601445,2,MANHATTAN,"$26,720.00",$491.60,0,0,0,0,0,0,0,0
220286492,1,BRONX,"$50,000.00",$728.50,0,0,0,0,2,2,22,22
520129539,1,STATEN ISLAND,"$9,500.00",$515.75,1902,1902,0,0,2,2,25,25
121602676,1,MANHATTAN,"$148,000.00","$1,737.90",0,0,0,0,12,12,120,120
121602685,1,MANHATTAN,"$6,000.00",$275.30,0,0,0,0,12,12,120,120
121714920,1,MANHATTAN,$0.00,$200.00,0,0,0,0,0,0,0,0
121331647,1,MANHATTAN,"$1,300,000.00","$13,818.50",16095,15418,0,0,3,3,57,57
220286697,1,BRONX,"$11,680.00",$337.10,0,0,0,0,1,1,14,14
140073998,1,MANHATTAN,"$96,000.00","$1,202.30",0,0,0,0,30,30,300,300
420828386,1,QUEENS,"$3,000.00",$225.00,0,0,0,0,1,1,19,19
121602195,1,MANHATTAN,"$110,000.00","$1,346.50",0,0,0,0,18,18,172,172
420617773,1,QUEENS,"$3,750.00",$130.00,0,0,0,0,2,2,27,27
121602765,1,MANHATTAN,"$60,108.00",$841.80,0,0,0,0,5,5,55,55
121602462,1,MANHATTAN,"$7,500.00",$295.90,0,0,0,0,21,21,207,207
121594765,1,MANHATTAN,"$200,000.00","$2,273.50",0,0,0,0,23,23,288,288
140073881,1,MANHATTAN,"$44,000.00",$666.70,0,0,0,0,48,48,517,517
320744352,2,BROOKLYN,"$9,000.00",$150.60,0,0,0,0,0,0,0,0
121602612,1,MANHATTAN,"$3,000.00",$225.00,0,0,0,0,20,20,209,209
340055031,1,BROOKLYN,$0.00,$170.00,0,0,0,0,4,4,40,40
320757221,1,BROOKLYN,"$4,000.00",$130.00,0,0,0,0,4,4,45,45
320757150,1,BROOKLYN,$0.00,$170.00,0,0,0,0,4,4,45,45
121602211,1,MANHATTAN,"$18,600.00",$409.20,0,0,0,0,20,20,175,175
220286624,1,BRONX,"$10,000.00",$316.50,0,0,0,0,5,5,55,55
420828741,3,QUEENS,"$15,000.00",$368.00,0,0,0,0,0,0,0,0
320744842,1,BROOKLYN,$0.00,"$1,432.00",0,0,0,179,0,0,0,0
320744673,1,BROOKLYN,"$26,000.00",$238.15,0,0,0,0,3,3,35,35
420825913,1,QUEENS,"$134,100.00","$1,604.00",0,0,0,0,1,1,14,14
320744717,1,BROOKLYN,"$7,480.00",$145.45,0,0,0,0,2,2,25,25
140074005,1,MANHATTAN,$0.00,$170.00,0,0,0,0,5,5,53,53
340055317,1,BROOKLYN,$0.00,$270.00,0,0,0,0,11,11,98,98
121602676,2,MANHATTAN,"$1,540,000.00","$16,075.50",0,0,0,0,0,0,0,0
121599733,2,MANHATTAN,"$160,500.00","$1,871.80",0,0,0,0,0,0,0,0
320757276,1,BROOKLYN,"$31,000.00",$532.80,0,0,0,0,3,3,36,36
320757285,1,BROOKLYN,"$44,500.00",$677.00,0,0,0,0,3,3,36,36
320757640,1,BROOKLYN,"$35,000.00",$739.00,0,0,0,0,6,6,60,60
320743754,1,BROOKLYN,$0.00,$828.80,0,3200,0,0,0,3,0,31
220286713,1,BRONX,"$10,000.00",$476.50,0,0,0,0,1,1,12,12
440075936,1,QUEENS,"$22,500.00",$450.40,0,0,0,0,4,4,75,75
140073854,1,MANHATTAN,$0.00,$160.00,0,0,0,0,5,5,50,50
121602729,1,MANHATTAN,"$15,000.00",$368.00,0,0,0,0,6,6,60,60
121601579,2,MANHATTAN,"$35,600.00",$584.30,0,0,0,0,0,0,0,0
420828509,1,QUEENS,$0.00,$180.00,0,0,0,0,3,3,35,35
121602792,1,MANHATTAN,$0.00,$160.00,0,0,0,0,2,2,25,25
302568102,1,BROOKLYN,"$12,363,225.00","$127,562.70",0,0,0,0,4,4,70,70
440075874,1,QUEENS,$0.00,$190.00,0,0,0,0,2,2,20,20
440075909,1,QUEENS,$0.00,$170.00,0,0,0,0,2,2,20,20
220286633,1,BRONX,"$7,500.00",$295.90,0,0,0,0,1,1,20,20
121375984,4,MANHATTAN,$0.00,$160.00,0,0,0,0,0,0,0,0
320757178,1,BROOKLYN,"$7,875.00",$295.90,0,0,0,0,3,3,30,30
320757169,1,BROOKLYN,$0.00,$160.00,0,0,0,0,4,4,45,45
420828689,1,QUEENS,"$77,500.00","$1,071.90",40420,40420,0,0,3,3,32,32
320744735,1,BROOKLYN,"$2,500.00",$225.00,0,0,0,0,5,5,60,60
220254766,2,BRONX,$0.00,$0.00,0,0,0,0,0,0,0,0
121602266,1,MANHATTAN,"$202,000.00","$2,294.10",0,0,0,0,7,7,75,75
420837410,1,QUEENS,"$21,000.00",$372.40,0,0,0,0,2,2,25,25
320744897,1,BROOKLYN,"$194,033.00","$2,501.60",4050,4510,460,0,4,4,40,40
220286508,1,BRONX,"$50,000.00",$728.50,0,0,0,0,2,2,22,22
320373984,2,BROOKLYN,$0.00,$0.00,0,0,0,0,0,0,0,0
320757560,1,BROOKLYN,"$225,000.00","$1,263.00",0,0,0,0,3,3,32,32
320757392,1,BROOKLYN,$0.00,$160.00,0,0,0,0,7,7,70,70
320738911,1,BROOKLYN,$0.00,$260.00,0,0,0,20,1,0,11,0
121601089,2,MANHATTAN,"$150,000.00","$1,758.50",0,0,0,0,0,0,0,0
140073694,1,MANHATTAN,"$6,600.00",$285.60,0,0,0,0,38,38,395,395
121601445,1,MANHATTAN,"$109,000.00","$1,336.20",0,0,0,0,41,41,542,542
440075570,1,QUEENS,"$30,000.00",$522.50,0,0,0,0,4,4,40,40
121598912,1,MANHATTAN,"$1,795.00",$225.00,0,0,0,0,12,12,117,117
121594239,2,MANHATTAN,"$7,000.00",$285.60,0,0,0,0,0,0,0,0
121602630,1,MANHATTAN,"$216,200.00","$2,448.60",0,0,0,0,13,13,155,155
402890403,2,QUEENS,"$278,660.00","$3,087.20",0,0,0,0,0,0,0,0
402890403,5,QUEENS,"$207,753.00","$2,355.90",0,0,0,0,0,0,0,0
121331139,2,MANHATTAN,$0.00,$0.00,0,0,0,0,0,0,0,0
302568102,3,BROOKLYN,"$91,300.00","$1,161.10",0,0,0,0,0,0,0,0
121601588,2,MANHATTAN,"$193,000.00","$2,201.40",0,0,0,0,0,0,0,0
121601597,1,MANHATTAN,"$213,825.00","$2,417.70",0,0,0,0,9,9,121,121
121528409,1,MANHATTAN,"$5,290.00",$245.30,0,0,0,0,26,26,317,317
121602676,3,MANHATTAN,"$80,000.00","$1,037.50",0,0,0,0,0,0,0,0
302568139,1,BROOKLYN,$0.00,$160.00,0,0,0,0,3,3,49,49
320757597,1,BROOKLYN,"$200,000.00","$2,273.50",0,0,0,0,3,3,43,43
440076294,1,QUEENS,$0.00,$230.00,0,0,0,0,16,16,165,165
340055344,1,BROOKLYN,"$40,000.00",$625.50,0,0,0,0,10,10,113,113
520129548,1,STATEN ISLAND,"$1,000.00",$170.00,3221,3221,0,0,3,3,26,26
140073890,1,MANHATTAN,$0.00,$210.00,0,0,0,0,6,6,65,65
